172,00000000000000ac,00000000000000ac,1
173,00000000000000ad,00000000000000ad,1
174,00000000000000ae,00000000000000ae,1
175,00000000000000af,00000000000000af,1
176,00000000000000b0,00000000000000b0,1
177,00000000000000b1,00000000000000b1,1
178,00000000000000b2,00000000000000b2,1
179,00000000000000b3,00000000000000b3,1
180,00000000000000b4,00000000000000b4,1
181,00000000000000b5,00000000000000b5,1
182,00000000000000b6,00000000000000b6,1
183,00000000000000b7,00000000000000b7,1
184,00000000000000b8,00000000000000b8,1
185,00000000000000b9,00000000000000b9,1
186,00000000000000ba,00000000000000ba,1
187,00000000000000bb,00000000000000bb,1
188,00000000000000bc,00000000000000bc,1
189,00000000000000bd,00000000000000bd,1
190,00000000000000be,00000000000000be,1
191,00000000000000bf,00000000000000bf,1
192,00000000000000c0,00000000000000c0,1
193,00000000000000c1,00000000000000c1,1
194,00000000000000c2,00000000000000c2,1
195,00000000000000c3,00000000000000c3,1
196,00000000000000c4,00000000000000c4,1
197,00000000000000c5,00000000000000c5,1
198,00000000000000c6,00000000000000c6,1
199,00000000000000c7,00000000000000c7,1
200,00000000000000c8,00000000000000c8,1
201,00000000000000c9,00000000000000c9,1
202,00000000000000ca,00000000000000ca,1
203,00000000000000cb,00000000000000cb,1
204,00000000000000cc,00000000000000cc,1
205,00000000000000cd,00000000000000cd,1
206,00000000000000ce,00000000000000ce,1
207,00000000000000cf,00000000000000cf,1
208,00000000000000d0,00000000000000d0,1
209,00000000000000d1,00000000000000d1,1
210,00000000000000d2,00000000000000d2,1
211,00000000000000d3,00000000000000d3,1
212,00000000000000d4,00000000000000d4,1
213,00000000000000d5,00000000000000d5,1
214,00000000000000d6,00000000000000d6,1
215,00000000000000d7,00000000000000d7,1
216,00000000000000d8,00000000000000d8,1
217,00000000000000d9,00000000000000d9,1
218,00000000000000da,00000000000000da,1
219,00000000000000db,00000000000000db,1
220,00000000000000dc,00000000000000dc,1
221,00000000000000dd,00000000000000dd,1
222,00000000000000de,00000000000000de,1
223,00000000000000df,00000000000000df,1
224,00000000000000e0,00000000000000e0,1
225,00000000000000e1,00000000000000e1,1
226,00000000000000e2,00000000000000e2,1
227,00000000000000e3,00000000000000e3,1
228,00000000000000e4,00000000000000e4,1
229,00000000000000e5,00000000000000e5,1
230,00000000000000e6,00000000000000e6,1
231,00000000000000e7,00000000000000e7,1
232,00000000000000e8,00000000000000e8,1
233,00000000000000e9,00000000000000e9,1
234,00000000000000ea,00000000000000ea,1
235,00000000000000eb,00000000000000eb,1
236,00000000000000ec,00000000000000ec,1
237,00000000000000ed,00000000000000ed,1
238,00000000000000ee,00000000000000ee,1
239,00000000000000ef,00000000000000ef,1
240,00000000000000f0,00000000000000f0,1
241,00000000000000f1,00000000000000f1,1
242,00000000000000f2,00000000000000f2,1
243,00000000000000f3,00000000000000f3,1
244,00000000000000f4,00000000000000f4,1
245,00000000000000f5,00000000000000f5,1
246,00000000000000f6,00000000000000f6,1
247,00000000000000f7,00000000000000f7,1
248,00000000000000f8,00000000000000f8,1
249,00000000000000f9,00000000000000f9,1
250,00000000000000fa,00000000000000fa,1
251,00000000000000fb,00000000000000fb,1
252,00000000000000fc,00000000000000fc,1
253,00000000000000fd,00000000000000fd,1
254,00000000000000fe,00000000000000fe,1
255,00000000000000ff,00000000000000ff,1
